Year of End Time (Adj),Month of End Time (Adj),In Library,Artist Name,Track Name,Minutes Listened,Ms Played
2020,October,1,Arctic Monkeys,Mad Sounds,3.583516667,215011
2020,December,1,Ratboys,MCMXIV,0.0845,5070
2020,December,1,Ratboys,MCMXIV,3.27555,196533
2020,December,1,Ratboys,Charles Bernstein,0.058666667,3520
2021,April,1,Kevin Abstract,Peach,0.017416667,1045
2021,March,1,Kevin Abstract,Peach,0.052966667,3178
2021,March,1,Kevin Abstract,Peach,2.945533333,176732
2021,September,1,A$AP Rocky,Excuse Me,0.0391,2346
2021,September,1,A$AP Rocky,Excuse Me,0.655616667,39337
2021,September,1,A$AP Rocky,Excuse Me,3.343966667,200638
2021,September,1,A$AP Rocky,Excuse Me,3.9327,235962
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,September,1,A$AP Rocky,Excuse Me,3.96755,238053
2021,April,1,The Beatles,Golden Slumbers - Remastered 2009,1.529333333,91760
2021,September,1,The Beatles,Come Together - Remastered 2009,0.0777,4662
2021,June,1,The Beatles,Come Together - Remastered 2009,4.332433333,259946
2021,June,1,The Beatles,Come Together - Remastered 2009,4.332433333,259946
2021,July,1,The Beatles,Here Comes The Sun - Remastered 2009,3.09555,185733
2021,July,1,The Beatles,Here Comes The Sun - Remastered 2009,3.09555,185733
2021,July,1,The Beatles,Here Comes The Sun - Remastered 2009,3.09555,185733
2021,July,1,The Beatles,Here Comes The Sun - Remastered 2009,3.09555,185733
2020,December,1,Gibbz,Stay for a While,0.058,3480
2020,November,1,Bastille,Bad Blood,3.54355,212613
2021,July,1,Bastille,Flaws,0.027733333,1664
2021,July,1,The Head And The Heart,All We Ever Knew,0.02515,1509
2020,November,1,The Head And The Heart,All We Ever Knew,3.759333333,225560
2021,March,1,The Head And The Heart,All We Ever Knew,3.759333333,225560
2021,July,1,The Head And The Heart,All We Ever Knew,3.759333333,225560
2021,July,1,The Head And The Heart,All We Ever Knew,3.759333333,225560
2021,August,1,The Head And The Heart,All We Ever Knew,3.759333333,225560
2021,August,1,The Head And The Heart,All We Ever Knew,3.759333333,225560
2021,March,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.022033333,1322
2021,June,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.044433333,2666
2020,December,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.082483333,4949
2020,December,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.222833333,13370
2021,March,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2.731166667,163870
2021,April,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2.731166667,163870
2021,June,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2.731166667,163870
2021,July,1,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2.731166667,163870
2021,June,1,The Academy Is...,Slow Down,1.144416667,68665
2021,July,1,Doja Cat,MOOO!,0.022816667,1369
2021,March,1,Doja Cat,MOOO!,1.95865,117519
2021,March,1,Doja Cat,MOOO!,4.750883333,285053
2021,September,1,Doja Cat,MOOO!,4.750883333,285053
2020,December,1,alt-J,Tessellate,3.023333333,181400
2021,April,1,alt-J,Tessellate,3.023333333,181400
2021,April,1,alt-J,Tessellate,3.023333333,181400
2021,April,1,alt-J,Tessellate,3.023333333,181400
2021,April,1,alt-J,Tessellate,3.023333333,181400
2021,August,1,alt-J,Tessellate,3.023333333,181400
2020,November,1,alt-J,Something Good,2.002333333,120140
2021,July,1,alt-J,Fitzpleasure,0.215816667,12949
2021,March,1,alt-J,Fitzpleasure,1.965233333,117914
2021,June,1,Shakey Graves,Call It Heaven (feat. Esmé Patterson),0.041783333,2507
2021,June,1,Shakey Graves,Call It Heaven (feat. Esmé Patterson),0.042566667,2554
2021,June,1,Shakey Graves,Dearly Departed (feat. Esmé Patterson),0.027466667,1648
2021,June,1,Shakey Graves,Dearly Departed (feat. Esmé Patterson),3.546666667,212800
2020,October,1,Shakey Graves,This Is the Beginning,0.1191,7146
2020,November,1,Shakey Graves,This Is the Beginning,0.1191,7146
2021,June,1,Shakey Graves,This Is the Beginning,0.1191,7146
2021,June,1,Shakey Graves,Big Time Nashville Star (feat. Esmé Patterson),0.033266667,1996
2021,June,1,Shakey Graves,Family and Genus,0.0952,5712
2021,June,1,Shakey Graves,Family and Genus,5.330666667,319840
2021,July,1,Shakey Graves,Family and Genus,5.330666667,319840
2021,July,1,Shakey Graves,Only Son,0.02785,1671
2021,June,1,Shakey Graves,House of Winston,4.222883333,253373
2021,August,1,Shakey Graves,House of Winston,4.222883333,253373
2020,November,1,Shakey Graves,Pansy Waltz,3.552883333,213173
2021,March,1,The Strokes,Taken for a Fool,3.387333333,203240
2020,October,1,The Strokes,Machu Picchu,3.493766667,209626
2021,July,1,The Strokes,Machu Picchu,3.493766667,209626
2021,July,1,The Strokes,Machu Picchu,3.493766667,209626
2020,December,1,Alvvays,Dreams Tonite,0.029866667,1792
2021,March,1,Alvvays,Dreams Tonite,0.324266667,19456
2021,January,1,Alvvays,Dreams Tonite,0.43315,25989
2021,March,1,Alvvays,Dreams Tonite,1.639183333,98351
2021,March,1,Alvvays,Dreams Tonite,2.440933333,146456
2021,January,1,Alvvays,Dreams Tonite,2.830216667,169813
2020,November,1,Alvvays,Dreams Tonite,3.2671,196026
2020,December,1,Alvvays,Dreams Tonite,3.2671,196026
2020,December,1,Alvvays,Dreams Tonite,3.2671,196026
2020,December,1,Alvvays,Dreams Tonite,3.2671,196026
2020,December,1,Alvvays,Dreams Tonite,3.2671,196026
2021,January,1,Alvvays,Dreams Tonite,3.2671,196026
2021,January,1,Alvvays,Dreams Tonite,3.2671,196026
2021,January,1,Alvvays,Dreams Tonite,3.2671,196026
2021,January,1,Alvvays,Dreams Tonite,3.2671,196026
2021,January,1,Alvvays,Dreams Tonite,3.2671,196026
2021,February,1,Alvvays,Dreams Tonite,3.2671,196026
2021,March,1,Alvvays,Dreams Tonite,3.2671,196026
2021,March,1,Alvvays,Dreams Tonite,3.2671,196026
2021,March,1,Alvvays,Dreams Tonite,3.2671,196026
2021,June,1,Alvvays,Dreams Tonite,3.2671,196026
2021,July,1,Chelsea Cutler,Anything for You,3.268433333,196106
2021,September,1,Lana Del Rey,Arcadia,0.6656,39936
2021,September,1,Lana Del Rey,Arcadia,3.977116667,238627
2021,September,1,Lana Del Rey,Arcadia,4.388,263280
2021,September,1,Lana Del Rey,Arcadia,4.388,263280
2021,September,1,Lana Del Rey,Arcadia,4.388,263280
2021,September,1,Lana Del Rey,Arcadia,4.388,263280
2021,September,1,Lana Del Rey,Arcadia,4.388,263280
2020,December,1,Sharon Van Etten,Every Time the Sun Comes Up,0.020616667,1237
2021,April,1,Sharon Van Etten,Every Time the Sun Comes Up,0.1536,9216
2021,July,1,Sharon Van Etten,Every Time the Sun Comes Up,4.375333333,262520
2021,June,1,Majical Cloudz,Downtown,0.029016667,1741
2020,November,1,Majical Cloudz,Downtown,0.150366667,9022
2021,July,1,Majical Cloudz,Downtown,1.161833333,69710
2020,December,1,Majical Cloudz,Downtown,4.151033333,249062
2021,April,1,Majical Cloudz,Downtown,4.151033333,249062
2021,April,1,Majical Cloudz,Downtown,4.151033333,249062
2021,April,1,Majical Cloudz,Downtown,4.151033333,249062
2021,June,1,Majical Cloudz,Downtown,4.151033333,249062
2021,August,1,Majical Cloudz,Downtown,4.151033333,249062
2021,August,1,Majical Cloudz,Downtown,4.151033333,249062
2021,June,1,Majical Cloudz,Downtown,0.029016667,1741
2020,November,1,Majical Cloudz,Downtown,0.150366667,9022
2021,July,1,Majical Cloudz,Downtown,1.161833333,69710
2020,December,1,Majical Cloudz,Downtown,4.151033333,249062
2021,April,1,Majical Cloudz,Downtown,4.151033333,249062
2021,April,1,Majical Cloudz,Downtown,4.151033333,249062
2021,April,1,Majical Cloudz,Downtown,4.151033333,249062
2021,June,1,Majical Cloudz,Downtown,4.151033333,249062
2021,August,1,Majical Cloudz,Downtown,4.151033333,249062
2021,August,1,Majical Cloudz,Downtown,4.151033333,249062
2021,June,1,James Blake,I'll Come Too,0.007466667,448
2021,July,1,James Blake,I'll Come Too,0.011366667,682
2021,July,1,James Blake,I'll Come Too,0.018133333,1088
2021,June,1,James Blake,I'll Come Too,0.0756,4536
2021,August,1,James Blake,I'll Come Too,0.8787,52722
2021,June,1,James Blake,I'll Come Too,1.915716667,114943
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,July,1,James Blake,I'll Come Too,3.706666667,222400
2021,August,1,James Blake,I'll Come Too,3.706666667,222400
2021,August,1,James Blake,I'll Come Too,3.706666667,222400
2021,August,1,James Blake,I'll Come Too,3.706666667,222400
2021,September,1,James Blake,I'll Come Too,3.706666667,222400
2021,September,1,James Blake,I'll Come Too,3.706666667,222400
2021,September,1,James Blake,I'll Come Too,3.706666667,222400
2021,June,1,James Blake,I'll Come Too,4.303283333,258197
2021,June,1,James Blake,I'll Come Too,4.744883333,284693
2021,June,1,James Blake,I'll Come Too,4.950933333,297056
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0,0
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.001766667,106
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.006383333,383
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.009233333,554
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.022383333,1343
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.106666667,6400
2021,August,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.12515,7509
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.236083333,14165
2021,September,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.325,19500
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),0.670566667,40234
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),2.072883333,124373
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,July,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,August,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,August,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,August,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,September,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,September,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,September,1,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),3.473333333,208400
2021,June,1,James Blake,Into The Red,0.002833333,170
2021,June,1,James Blake,Into The Red,0.006033333,362
2021,June,1,James Blake,Into The Red,0.0103,618
2021,July,1,James Blake,Into The Red,0.056166667,3370
2021,June,1,James Blake,Into The Red,1.238433333,74306
2021,September,1,James Blake,Into The Red,1.38855,83313
2021,July,1,James Blake,Into The Red,4.259166667,255550
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,July,1,James Blake,Into The Red,4.286666667,257200
2021,August,1,James Blake,Into The Red,4.286666667,257200
2021,August,1,James Blake,Into The Red,4.286666667,257200
2021,August,1,James Blake,Into The Red,4.286666667,257200
2021,August,1,James Blake,Into The Red,4.286666667,257200
2021,August,1,James Blake,Into The Red,4.286666667,257200
2021,September,1,James Blake,Into The Red,4.286666667,257200
2021,June,1,James Blake,Into The Red,5.326033333,319562
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.003183333,191
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.007466667,448
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.015283333,917
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.021333333,1280
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.324616667,19477
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.867566667,52054
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),2.89385,173631
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,July,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,August,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,August,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,August,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,August,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.226666667,193600
2021,June,1,James Blake,Mile High (feat. Travis Scott & Metro Boomin),3.603216667,216193
2021,July,1,Mt. Joy,Astrovan,0.024766667,1486
2021,July,1,Mt. Joy,Astrovan,3.102216667,186133
2021,May,1,The Black Keys,Psychotic Girl,0.014933333,896
2021,July,1,The Black Keys,Psychotic Girl,0.01635,981
2021,March,1,The Black Keys,Psychotic Girl,4.178433333,250706
2020,November,1,The Black Keys,I Got Mine,0.018133333,1088
2021,June,1,Flipturn,August (Acoustic),0.568066667,34084
2020,October,1,Flipturn,August (Acoustic),5.033333333,302000
2020,November,1,Flipturn,August (Acoustic),5.033333333,302000
2021,January,1,Flipturn,August (Acoustic),5.033333333,302000
2021,January,1,Flipturn,August (Acoustic),5.033333333,302000
2021,June,1,Flipturn,August (Acoustic),5.033333333,302000
2020,December,1,Beyoncé,Irreplaceable,0.038333333,2300
2021,June,1,Beyoncé,Irreplaceable,3.794433333,227666
2021,June,1,Beyoncé,Irreplaceable,3.794433333,227666
2021,January,1,Beyoncé,Irreplaceable,3.79755,227853
2021,June,1,Beyoncé,7/11,0.0654,3924
2021,July,1,Beyoncé,7/11,0.789333333,47360
2021,January,1,Beyoncé,Partition,1.28975,77385
2021,July,1,Xavier Dunn,Fuckin' Problems,0.014566667,874
2020,October,1,DaBaby,ROCKSTAR (feat. Roddy Ricch),0.0294,1764
2021,July,1,Bastille,Things We Lost In The Fire,0.042866667,2572
2021,June,1,Bastille,Pompeii,0.074566667,4474
2021,March,1,Bastille,Pompeii,0.089516667,5371
2021,June,1,Bastille,Pompeii,3.569116667,214147
2021,March,1,Your Smith,Bad Habit,0.020783333,1247
2021,May,1,Your Smith,Bad Habit,0.065,3900
2020,November,1,Your Smith,Bad Habit,0.068966667,4138
2021,March,1,Your Smith,Bad Habit,0.4705,28230
2020,October,1,Your Smith,Bad Habit,0.585516667,35131
2021,April,1,Your Smith,Bad Habit,0.665566667,39934
2021,March,1,Your Smith,Bad Habit,0.931383333,55883
2020,November,1,Your Smith,Bad Habit,3.072166667,184330
2021,April,1,Your Smith,Bad Habit,3.2492,194952
2021,May,1,Your Smith,Bad Habit,3.26835,196101
2020,October,1,Your Smith,Bad Habit,3.914883333,234893
2020,October,1,Your Smith,Bad Habit,3.914883333,234893
2020,October,1,Your Smith,Bad Habit,3.914883333,234893
2020,October,1,Your Smith,Bad Habit,3.914883333,234893
2020,October,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,3.914883333,234893
2021,January,1,Your Smith,Bad Habit,3.914883333,234893
2021,January,1,Your Smith,Bad Habit,3.914883333,234893
2021,January,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,March,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,April,1,Your Smith,Bad Habit,3.914883333,234893
2021,May,1,Your Smith,Bad Habit,3.914883333,234893
2021,May,1,Your Smith,Bad Habit,3.914883333,234893
2021,May,1,Your Smith,Bad Habit,3.914883333,234893
2021,May,1,Your Smith,Bad Habit,3.914883333,234893
2021,May,1,Your Smith,Bad Habit,3.914883333,234893
2021,June,1,Your Smith,Bad Habit,3.914883333,234893
2021,July,1,Your Smith,Bad Habit,3.914883333,234893
2021,July,1,Your Smith,Bad Habit,3.914883333,234893
2020,November,1,Your Smith,Bad Habit,4.97245,298347
2020,November,1,Your Smith,Bad Habit,7.1821,430926
2021,May,1,Lake Street Dive,Better Than,0,0
2021,June,1,Lake Street Dive,Better Than,0.008166667,490
2021,June,1,Lake Street Dive,Better Than,0.015633333,938
2021,May,1,Lake Street Dive,Better Than,0.018666667,1120
2021,May,1,Lake Street Dive,Better Than,0.043566667,2614
2021,July,1,Lake Street Dive,Better Than,0.057233333,3434
2021,May,1,Lake Street Dive,Better Than,0.07715,4629
2021,May,1,Lake Street Dive,Better Than,0.2217,13302
2021,May,1,Lake Street Dive,Better Than,2.868783333,172127
2021,May,1,Lake Street Dive,Better Than,3.2088,192528
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
2021,May,1,Lake Street Dive,Better Than,3.598,215880
